threshold,total_trades,num_wins,num_losses,win_rate_pct,profit_factor,avg_win_pct,avg_loss_pct,total_return_pct,sharpe_ratio,avg_duration_minutes,losers_to_winners_count,winners_to_losers_count,net_outcome_improvement,window_id,window_start,window_end,window_num_trades,trade_type
0.7,682,345,295,50.58651026392962,2.5427556382752847,0.42598909675379376,0.19592548771787852,89.16821950328469,4.352877068699353,60.5058651026393,14,11,3,9,2024-04-30 09:15:00,2024-05-30 09:15:00,1375,Sell
0.8,682,350,290,51.31964809384164,2.633366900402396,0.4225310219514921,0.19364989865704166,91.72738707248016,4.49480232356667,60.381231671554254,20,12,8,9,2024-04-30 09:15:00,2024-05-30 09:15:00,1375,Sell
0.9,682,361,280,52.93255131964809,2.8851458590013452,0.41613575710543566,0.18595867004977581,98.15658070112504,4.844154586099728,60.02932551319648,32,13,19,9,2024-04-30 09:15:00,2024-05-30 09:15:00,1375,Sell
0.95,682,366,273,53.665689149560116,3.0863835710899705,0.41644355063325567,0.18089421588537227,103.03421859506496,5.105944998331383,59.618768328445746,38,14,24,9,2024-04-30 09:15:00,2024-05-30 09:15:00,1375,Sell
0.5,688,312,323,45.348837209302324,2.2827164726253963,0.6051227779982911,0.2560610958669305,106.09057277044825,2.240523896911096,58.33575581395349,10,12,-2,10,2024-05-15 09:15:00,2024-06-14 09:15:00,1418,Sell
0.6,688,312,323,45.348837209302324,2.283354516571991,0.6050779309421315,0.2559705720399428,106.1058196850435,2.240855611214242,58.31395348837209,10,12,-2,10,2024-05-15 09:15:00,2024-06-14 09:15:00,1418,Sell
0.7,688,315,320,45.78488372093023,2.3400532113047485,0.6001289358788924,0.25245234527226745,108.2558643147255,2.291639898066516,58.24854651162791,13,12,1,10,2024-05-15 09:15:00,2024-06-14 09:15:00,1418,Sell
0.8,688,316,319,45.93023255813954,2.3742576250163068,0.5991069760621893,0.24996139211030896,109.58012035246327,2.321073592422325,58.125,15,13,2,10,2024-05-15 09:15:00,2024-06-14 09:15:00,1418,Sell
0.9,688,327,307,47.52906976744186,2.5965412403959496,0.5850424543022462,0.23999463576610763,117.63052937663944,2.501580506762111,57.71075581395349,27,14,13,10,2024-05-15 09:15:00,2024-06-14 09:15:00,1418,Sell
0.95,688,338,295,49.127906976744185,2.939584311344478,0.5812260104406766,0.2265446469280057,129.62372068518698,2.761338416242168,57.20203488372093,38,14,24,10,2024-05-15 09:15:00,2024-06-14 09:15:00,1418,Sell
0.5,700,315,344,45.0,2.0081583280245083,0.5735153791137283,0.2615165804253936,90.69564075448898,1.9043899693515633,46.47142857142857,7,10,-3,11,2024-05-30 09:15:00,2024-06-29 09:15:00,1431,Sell
0.6,700,316,343,45.14285714285714,2.0210568758834446,0.5724837190805748,0.260962177410668,91.39482837760251,1.9194082961882784,46.43571428571428,8,10,-2,11,2024-05-30 09:15:00,2024-06-29 09:15:00,1431,Sell
0.7,700,320,339,45.714285714285715,2.079647675572248,0.5663465370589545,0.2570648899056952,94.08589418083474,1.9797982856214624,46.34285714285714,12,10,2,11,2024-05-30 09:15:00,2024-06-29 09:15:00,1431,Sell
0.8,700,322,337,46.0,2.132407942399696,0.563503251619365,0.25249460659424067,96.35736459917642,2.029651891339761,46.15714285714286,15,11,4,11,2024-05-30 09:15:00,2024-06-29 09:15:00,1431,Sell
0.9,700,334,324,47.714285714285715,2.3352021443913453,0.5476809219943839,0.2417712126167388,104.59155505830084,2.2135147782627334,45.68571428571428,28,12,16,11,2024-05-30 09:15:00,2024-06-29 09:15:00,1431,Sell
0.95,700,348,308,49.714285714285715,2.6718146075424327,0.5407838582307481,0.22868934334215082,117.75646491491791,2.4969744173550352,45.07142857142857,44,14,30,11,2024-05-30 09:15:00,2024-06-29 09:15:00,1431,Sell
0.5,372,166,192,44.623655913978496,1.1496703198766358,0.27852245241424567,0.209456455605745,6.0190876244617435,0.7563176802892168,44.784946236559136,6,2,4,12,2024-06-14 09:15:00,2024-07-14 09:15:00,744,Sell
0.6,372,167,191,44.89247311827957,1.1672140513138687,0.27812685242731217,0.20834137098399888,6.65398249741734,0.8373331688134251,44.744623655913976,7,2,5,12,2024-06-14 09:15:00,2024-07-14 09:15:00,744,Sell
0.7,372,168,190,45.16129032258064,1.2102616014146161,0.2768224255130102,0.20224495453939312,8.079626123701013,1.0291825124857028,44.6505376344086,8,2,6,12,2024-06-14 09:15:00,2024-07-14 09:15:00,744,Sell
0.8,372,170,188,45.69892473118279,1.2687490706234972,0.27455894435898515,0.1956820238177766,9.886800063285465,1.2699565808722808,44.40860215053763,11,3,8,12,2024-06-14 09:15:00,2024-07-14 09:15:00,744,Sell
0.9,372,178,180,47.8494623655914,1.3759387699389107,0.2675289547059249,0.19227338929950627,13.010943863743513,1.6919217840701917,43.93817204301075,19,3,16,12,2024-06-14 09:15:00,2024-07-14 09:15:00,744,Sell
0.95,372,185,171,49.73118279569893,1.517937456700413,0.2639898717537698,0.18815207198929762,16.664121964277527,2.1908435094657808,43.346774193548384,28,5,23,12,2024-06-14 09:15:00,2024-07-14 09:15:00,744,Sell
